Question|WH-Bigram|WH-POS|WH-NBOR-POS|Root-POS|Class
What is literary criticism ?|What is|WP|VBZ|VBZ|DESC
How do you throw a housewarming party ?|How do|WRB|VBP|VB|DESC
What international sport was originally called hurley ?|What international|WP|JJ|VBN|ENTY
What river runs through Liverpool ?|What river|WP|NN|VBZ|LOC
What famous British actor lost his voice after an operation in 1966 ?|What famous|WP|JJ|VBD|HUM
What does the term 3 mean to a newspaper editor ?|What does|WP|VBZ|VBP|DESC
What company makes impulse hardening equipment ?|What company|WP|NN|VBZ|HUM
What country was Kim Philby really working for ?|What country|WP|NN|VBG|LOC
What does Freddy Freeman say to become Captain Marvel Jr. ?|What does|WP|VBZ|VB|DESC
What country was Hitler the chancellor of ?|What country|WP|NN|VBD|LOC
What is Rona Barrett's married name ?|What is|WP|VBZ|VBZ|HUM
How many years make up a lustrum ?|How many|WRB|JJ|VBP|NUM
What are close encounters of the first and second kind ?|What are|WP|VBP|VBP|ENTY
Who is the mathematician that won the Noble Prize for Literature in 1950 ?|Who is that won|WDT|VBD|VBZ|HUM
Which glamorous actress is a close friend of Dick Tracy ?|Which glamorous|WDT|JJ|VBZ|HUM
What 1956 Grace Metalious novel was on the best-seller list for two years ?|What 1956|WP|CD|VBD|ENTY
Name the three races unleashed by the Celestials in Marvel comics .||||VB|HUM
How old is the Italian artist Maurizio Pellegrin ?|How old|WRB|JJ|VBZ|NUM
What President hit the jogging paths to enhance his athletic image and , sporting No. 39 , almost collapsed during the road race ?|What President|WP|NNP|VBD|HUM
What is the distinction of Erle Stanley Gardner's The Case of the Terrified Typist ?|What is|WP|VBZ|VBZ|DESC
What North American city would you visit to see Cleopatra's Needle ?|What North|WP|NNP|VB|LOC
When was the NFL established ?|When was|WRB|VBD|VBN|NUM
Where can I find an Ask An Expert site ?|Where can|WRB|MD|VB|LOC
What writer-journalist made his mark describing colorful Broadway and underworld characters ?|What writer|WP|NN|VBD|HUM
What U.S. state has the lowest highest elevation at 6 feet ?|What U.S.|WP|NNP|VBZ|LOC
What are the residents of the island of Lesbos called ?|What are|WP|VBP|VBP|HUM
What is the organizational structure of the New Delhi Indira Gandhi airport ?|What is|WP|VBZ|VBZ|ENTY
At Christmas time , what is the traditional thing to do under the mistletoe ?|what is|WP|VBZ|VBZ|ENTY
What baseball great plugged Mr. Coffee ?|What baseball|WP|NN|VBD|HUM
What international amateur sports spectacle was first telecast in 1956 ?|What international|WP|JJ|VBD|ENTY
What is the origin of the word '' amen '' ?|What is|WP|VBZ|VBZ|DESC
Who's baby was Sweet Pea on the Popeye cartoon ?|Who 's|WP|VBZ|VBZ|HUM
Where is Mile High Stadium ?|Where is|WRB|VBZ|VBZ|LOC
What were Baffin , Frobisher and Franklin looking for ?|What were|WP|VBD|VBG|ENTY
What is limbo ?|What is|WP|VBZ|VBZ|DESC
What city contains the district of Hell's Kitchen ?|What city|WP|NN|VBZ|LOC
What interesting method was used to run the credits in the early Popeye cartoons ?|What interesting|WP|JJ|VBN|ENTY
What are the stars made of ?|What are|WP|VBP|VBP|ENTY
What English physician was born on January 18 , 1779 and went on to create two important inventions ?|What English|WP|NNP|VBN|HUM
Who did Arthur H. Bremer try to assassinate on May 15 , 1972 ?|Who did|WP|VBD|VB|HUM
How fast must a spacecraft travel to escape Earth's gravity ?|How fast|WRB|RB|NN|NUM
What apostle is Taylor Caldwell's Great Lion of God ?|What apostle|WP|NN|VBZ|HUM
How many rings are there on a five-zone archery target ?|How many|WRB|JJ|VBP|NUM
What anesthetic did Queen Victoria allow to be used for the birth of her seventh child , in 1853 ?|What anesthetic|WP|NN|VB|ENTY
What element , from the Periodic Table , is a gas or a solid , but never a liquid ?|What element|WDT|NN|VBZ|ENTY
What is a tonne ?|What is|WP|VBZ|VBZ|DESC
Which one of the Great Lakes is entirely within U.S. territory ?|Which one|WDT|NN|VBZ|LOC
What is DEET ?|What is|WP|VBZ|VBZ|ABBR
What company sells the most greeting cards ?|What company|WP|NN|VBZ|HUM
What U.S. state has sagebrush as its state flower ?|What U.S.|WP|NNP|VBN|LOC
What is the Bernoulli Principle ?|What is|WP|VBZ|VBZ|DESC
What's comic strip photographer Peter Parker's secret identity ?|What 's|WP|VBZ|VBZ|HUM
What is difference between a poster and a print ?|What is|WP|VBZ|VBZ|DESC
In which sport is there a '' scrum '' ?|which sport|WDT|NN|VBZ|ENTY
What are the best ways to improve employee morale at low cost ?|What are|WP|VBP|VBP|ENTY
What nationality is Pope John Paul II ?|What nationality|WP|NN|VBZ|LOC
What is false consciousness ?|What is|WP|VBZ|VBZ|DESC
How did the Great Depression affect Japan's history ?|How did|WRB|VBD|VBP|DESC
Which side should a bowler facing a 37803 split hit the 3-pin on-the left or the right ?|Which side|WDT|NN|VBD|ENTY
Where are some great educational resources for parents and teachers ?|Where are|WRB|VBP|VBP|LOC
How many Israeli athletes were killed at the Munich Olympics ?|How many|WRB|JJ|VBN|NUM
What is the Scotch '' for people who know the difference '' ?|What is who know|WP|VBP|VBZ|ENTY
When was Richard Nixon born ?|When was|WRB|VBD|VBN|NUM
What New York City landmark has 168 steps to its crown ?|What New|WP|NNP|VBZ|LOC
Where is the Bulls basketball team based ?|Where is|WRB|VBZ|VBZ|LOC
What is the recomended age to switch a child from a crib to a bed ?|What is|WP|VBZ|VBZ|NUM
Which Rockefeller was sometimes called '' JDR3 '' ?|Which Rockefeller|WDT|NNP|VBN|HUM
When is the Sun closest to the Earth ?|When is|WRB|VBZ|VBZ|NUM
What are some chemical properties of mendelevium ?|What are|WP|VBP|VBP|DESC
What is the average hours per months spent online by AOL users ?|What is|WP|VBZ|VBZ|NUM
Whom did Friz Freleng add to the Warner Bros. cartoon ranks ?|Whom did|WP|VBD|VB|HUM
What is the origin of the word '' sideburns '' ?|What is|WP|VBZ|VBZ|DESC
The trials resulting from World War II are known as what ?|what ?|WP|.|VBN|ENTY
What started in 1849 when gold was discovered at Sutter's Mill ?|What started when gold|WRB|NN|VBD|ENTY
What is a First World country ?|What is|WP|VBZ|VBZ|DESC
Who was Shakespeare's Moorish general ?|Who was|WP|VBD|VBD|HUM
What's the second-highest mountain in the world ?|What 's|WP|VBZ|VBZ|LOC
What country was Erich Honecker the leader of ?|What country|WP|NN|VBD|LOC
How does salt melt ice and snow ?|How does|WRB|VBZ|VB|DESC
What two Japanese cities are spelled with the letters K , O , O , T and Y ?|What two|WP|CD|VBN|LOC
What does laser stand for ?|What does|WP|VBZ|VB|DESC
Who taught Matt Murdock to use his extraordinary abilities in Marvel comics ?|Who taught|WP|VBD|VBD|HUM
Where did Wile E. Coyote always get his devices ?|Where did|WRB|VBD|VBP|LOC
How far away is the moon ?|How far|WRB|RB|VBZ|NUM
What famous film and TV cowboy lent his name to a fast food chain ?|What famous|WP|JJ|VBD|HUM
What is mandibulofacial dysostosis ?|What is|WP|VBZ|VBZ|DESC
What was the reason for the partition of the Anglican and Vatican churches ?|What was|WP|VBD|VBD|DESC
What is Butterfield 8 in Butterfield 8 ?|What is|WP|VBZ|VBZ|DESC
Who famously rode to warn the people of Massachusetts that the British were coming ?|Who famously|WP|RB|VBD|HUM
What is DTMF ?|What is|WP|VBZ|VBZ|ABBR
Name a movie that the actress , Sandra Bullock , had a role in .|that the|WDT|DT|VB|ENTY
What blew up at Lakehurst , New Jersey , on May 6 , 1977 ?|What blew|WP|VBD|VBD|ENTY
Who commanded the French forces at the Battle of Orleans ?|Who commanded|WP|VBD|VBD|HUM
Where can an individual get a contact lens tested that burned the entire surface of eye when new ?|Where can when new|WRB|JJ|VBP|LOC
What countries does the Mont Blanc Tunnel join ?|What countries|WP|NNS|VB|LOC
What ill-fated craft was captained by Ernst Lehmann ?|What ill|WP|RB|VBN|ENTY
When did Amtrak begin operations ?|When did|WRB|VBD|VB|NUM
How many bones are in the human hand ?|How many|WRB|JJ|VBP|NUM
How many chemical elements are there ?|How many|WRB|JJ|VBP|NUM
What eastern state sprouted the first commercial nuclear power plant in the U.S. ?|What eastern|WP|JJ|VBD|LOC
What are the three most populated countries in the world ?|What are|WP|VBP|VBP|LOC
Who led the opposition when Konrad Adenauer was Chancellor in Germany ?|Who led when Konrad|WRB|NNP|VBD|HUM
What is the current population for these countries : France , Spain , Italy , Greece , Austria , Germany , Switzerland , the Netherlands ?|What is|WP|VBZ|VBZ|NUM
What is the youngest age a boy or girl can have an orgasm ?|What is|WP|VBZ|VBZ|NUM
What color is the lipstick on Boy George's wax lips at London's Madame Tussaud's ?|What color|WP|NN|VBZ|ENTY
What is the origin of the candy cane at Christmas ?|What is|WP|VBZ|VBZ|DESC
What is the brand name of a chemical used to control ripening ?|What is|WP|VBZ|VBZ|ENTY
What terror of the sea did Johnny Horton sing about ?|What terror|WDT|NN|VB|ENTY
What is the largest office block in the world ?|What is|WP|VBZ|VBZ|LOC
Who turned all he touched to gold ?|Who turned|WP|VBD|VBD|HUM
What is the medical term for cancer of the blood ?|What is|WP|VBZ|VBZ|ENTY
Who plays shortstop for Charlie Brown's baseball team ?|Who plays|WP|VBZ|VBZ|HUM
What country did the Romans call Hibernia ?|What country|WP|NN|VBP|LOC
Who was the most famous food editor of The New York Times ?|Who was|WP|VBD|VBD|HUM
How many dogs pull a sled in the Iditarod ?|How many|WRB|JJ|VBP|NUM
What's a male witch called ?|What 's|WP|VBZ|VBZ|ENTY
How long does cocaine stay in your system ?|How long|WRB|RB|VB|NUM
What two countries fought the Hundred Years ' War ?|What two|WP|CD|VBD|LOC
Who was the last U.S. president to reinstate Selective Service registration ?|Who was|WP|VBD|VBD|HUM
On which dates does the running of the bulls occur in Pamplona , Spain ?|which dates|WDT|NNS|VBP|NUM
What was the name of the lawyer who represented Randy Steven Craft ?|What was who represented|WP|VBD|VBD|HUM
What happens to used motor oil ?|What happens|WP|VBZ|VBZ|DESC
What is the most commonly used 1 letter word in the English language ?|What is|WP|VBZ|VBZ|ENTY
What actress's autobiography is titled Shelley : Also Known as Shirley ?|What actress|WP|NN|VBN|HUM
How many colors was the 1940s collectible called a Donald Duck Rubber Boat ?|How many|WRB|JJ|VBD|NUM
How did the 7th inning stretch get started ?|How did|WRB|VBD|VBN|DESC
Who lived on the shores of the Gitchee Gumee River ?|Who lived|WP|VBD|VBD|HUM
What did Tristan come back as ?|What did|WP|VBD|VB|ENTY
What country will hit the year 2 first ?|What country|WP|NN|VB|LOC
What colors make up a rainbow ?|What colors|WP|NNS|VBP|ENTY
What war did Johnny Reb and Billy Yank fight ?|What war|WP|NN|VB|ENTY
Who is section manager for guidance and control systems at JPL ?|Who is|WP|VBZ|VBZ|HUM
What is Goldfinger's first name ?|What is|WP|VBZ|VBZ|HUM
What square is the geographical center of London ?|What square|WP|NN|VBZ|LOC
Which of the following famous people does not paint as a hobby ?|Which of|WDT|IN|VB|HUM
What is the most populated city in the world ?|What is|WP|VBZ|VBZ|LOC
How many pitchers occupy the shelf beside the crouching woman in Edgar Degas's 1886 painting The Tub ?|How many|WRB|JJ|VBP|NUM
What is the cost of the drugs used in tuberculosis treatments ?|What is|WP|VBZ|VBZ|NUM
What does JESSICA mean ?|What does|WP|VBZ|VB|ABBR
What famed gangland slaughter cut into the membership of Bugs Moran's outfit ?|What famed|WP|JJ|NN|ENTY
Ray Charles is best known for playing what instrument ?|what instrument|WP|NN|VBZ|ENTY
Where did Victor Hugo spend his exile ?|Where did|WRB|VBD|VBP|LOC
What was Nine Tailors , the television show from 1974 , about ?|What was|WP|VBD|VBD|DESC
How does the Elongated Man know a mystery is afoot ?|How does|WRB|VBZ|VBP|DESC
What food of the three bears did Goldilocks eat ?|What food|WDT|NN|VB|ENTY
What is Boston Kreme ?|What is|WP|VBZ|VBZ|DESC
Who should I call to get a tour of the New York Stock Exchange ?|Who should|WP|MD|VB|HUM
How many airline schools are there in the U.S. ?|How many|WRB|JJ|VBP|NUM
What U.S. general died December 1 , 1945 , when his jeep collided with a truck ?|What U.S. when his|WRB|PRP$|VBD|HUM
What is a swatch ?|What is|WP|VBZ|VBZ|DESC
What does Ouija mean ?|What does|WP|VBZ|VB|DESC
How many major Nazi leaders went on trial after the war at Nuremberg ?|How many|WRB|JJ|VBD|NUM
What kind of fish is a coney ?|What kind|WDT|NN|VBZ|ENTY
What state did Helen Keller call home ?|What state|WP|NN|VB|LOC
What was the name of the director of the movie '' Jaws '' ?|What was|WP|VBD|VBD|HUM
What steps can be taken to prevent diabetes ?|What steps|WP|NNS|VBN|DESC
What were the first words spoken on a film sound track ?|What were|WP|VBD|VBD|DESC
What year is etched on the Gold Medal of Excellence from the Paris Exposition depicted on a can of Campbell's tomato soup ?|What year|WDT|NN|VBN|NUM
What country's royal house is Bourbon-Parma ?|What country|WP|NN|VBZ|LOC
What film was Jude Law in ?|What film|WP|NN|VBD|ENTY
Who portrayed W.C. Fields in the film W.C. Fields and Me ?|Who portrayed|WP|VBD|VBD|HUM
What were the ceremony traditions like during the Elizabethian times ?|What were|WP|VBD|VBD|ENTY
Which college did Dikembe Mutombo play basketball at ?|Which college|WDT|NN|VBP|HUM
What is a fear of going to bed ?|What is|WP|VBZ|VBZ|ENTY
Where did the saying '' rule of thumb '' come from ?|Where did|WRB|VBD|VB|DESC
Why does sound travel quicker through water than air ?|Why does|WRB|VBZ|VBZ|DESC
How much money does the Sultan of Brunei have ?|How much|WRB|JJ|VBP|NUM
What country would you visit to ski in the Dolomites ?|What country|WP|NN|VB|LOC
What month's third weekend is the Monterey Jazz Festival held on ?|What month|WP|NN|VBZ|NUM
What is the '' Global Economy '' ?|What is|WP|VBZ|VBZ|DESC
Who built the first successful stern wheel steamboat ?|Who built|WP|VBD|VBD|HUM
What is a caul ?|What is|WP|VBZ|VBZ|DESC
Who was Hitler's minister of propaganda ?|Who was|WP|VBD|VBD|HUM
Who was the first doctor to successfully transplant a liver ?|Who was|WP|VBD|VBD|HUM
What does the theory of quantum leaps mean in simpler terms ?|What does|WP|VBZ|VBP|DESC
What is a bone marrow transplant ?|What is|WP|VBZ|VBZ|DESC
What is the difference between a classical and an acoustic guitar ?|What is|WP|VBZ|VBZ|DESC
What African capital is named for a U.S. president ?|What African|WP|JJ|VBN|LOC
What is the name of a language spoken by the Sioux ?|What is|WP|VBZ|VBZ|ENTY
What Mediterranean island is home to the first Club Med ?|What Mediterranean|WP|NNP|VBZ|LOC
What does an edentulous smile lack ?|What does|WP|VBZ|NN|ENTY
What is a fear of jealousy ?|What is|WP|VBZ|VBZ|ENTY
Where can you find the Venus flytrap ?|Where can|WRB|MD|VB|LOC
What is the largest sculpture in the world ?|What is|WP|VBZ|VBZ|ENTY
When was John D. Rockefeller born ?|When was|WRB|VBD|VBN|NUM
What building built in 18 contains 327 miles of book shelves ?|What building|WP|VBG|VBZ|LOC
What is home banking ?|What is|WP|VBZ|VBZ|DESC
What William Makepeace Thackeray novel was made into a film by Stanley Kubrick ?|What William|WP|NNP|VBN|ENTY
Who was the lawyer for Randy Steven Craft ?|Who was|WP|VBD|VBD|HUM
How do hermit crabs reproduce ?|How do|WRB|VBP|VB|DESC
Who is reputed to be the greatest maker of violins ?|Who is|WP|VBZ|VBN|HUM
How do you stop junk snail mail ?|How do|WRB|VBP|VB|DESC
What future Soviet dictator was training to be a priest when he got turned on to Marxism ?|What future when he|WRB|PRP|VBG|HUM
How long does James Bond like his eggs boiled ?|How long|WRB|RB|VBN|NUM
What U.S. city's skyline boasts the Gateway Arch ?|What U.S.|WP|NNP|VBZ|LOC
Where is Belize located ?|Where is|WRB|VBZ|VBN|LOC
What's the common name for a Japanese dwarf tree ?|What 's|WP|VBZ|VBZ|ENTY
What did Thomas Paine write ?|What did|WP|VBD|NN|ENTY
Who sued the Dannon yougurt company for using a character named Ron Raider for promotion ?|Who sued|WP|VBD|VBD|HUM
Who was the first jockey to ride two Triple Crown winners ?|Who was|WP|VBD|VBD|HUM
What Lewis Carroll book introduced Humpty Dumpty to the world ?|What Lewis|WP|NNP|VBN|ENTY
Who wrote Brave New World ?|Who wrote|WP|VBD|VBD|HUM
What state does Charles Robb represent ?|What state|WP|NN|VB|LOC
What is hydroelectricity ?|What is|WP|VBZ|VBZ|DESC
How many people are taller than 7 feet ?|How many|WRB|JJ|VBP|NUM
Who wrote Unsafe at Any Speed ?|Who wrote|WP|VBD|VBD|HUM
How many islands make up Antigua ?|How many|WRB|JJ|VBP|NUM
How does an abacus work ?|How does|WRB|VBZ|NN|DESC
What causes rust ?|What causes|WP|VBZ|VBZ|DESC
What is the fear of the computer called ?|What is|WP|VBZ|VBZ|ENTY
What is a technique popularly used to detect birth defects ?|What is|WP|VBZ|VBZ|ENTY
What U.S. state boasts Stone Mountain , the world's largest mass of exposed granite ?|What U.S.|WP|NNP|VBZ|LOC
What British commander surrendered to George Washington at Yorktown in 1781 ?|What British|WP|JJ|VBD|HUM
What according to the Kinsey Institute , is the sexual preference of four percent of American males ?|What according|WP|VBG|VBZ|DESC
Who created the World Wide Web , WWW ?|Who created|WP|VBD|VBD|HUM
What is the procedure called for drilling a hole in your skull to acheive a higher consciousness ?|What is|WP|VBZ|VBZ|ENTY
What is the name of the president of Garmat U.S.A ?|What is|WP|VBZ|VBZ|HUM
What was the name of the television show , starring Karl Madsen , that had San Francisco in the title ?|What was that had|WDT|VBD|VBD|ENTY
Who were leaders of the Byzantine empire ?|Who were|WP|VBD|VBD|HUM
