#Question|QType|F-POS|F-DEP|F-ENT|F-SHAPE|F-TXT|Class
What tale has the moral : '' He who wants everything gets nothing '' ?|ENTY|VBZ|ROOT|NON|xxx|has|NF
What tale has the moral : '' He who wants everything gets nothing '' ?|ENTY|JJ|dobj|NON|xxxx|moral|NF
What U.S. university boasts the largest library ?|HUM|WP|attr|NON|Xxxx|What|NF
What U.S. university boasts the largest library ?|HUM|NNP|compound|GPE|X.X.|U.S.|NF
What U.S. university boasts the largest library ?|HUM|NN|nsubj|NON|xxxx|university|NF
What U.S. university boasts the largest library ?|HUM|VBZ|ROOT|NON|xxxx|boasts|NF
What U.S. university boasts the largest library ?|HUM|JJS|amod|NON|xxxx|largest|NF
What U.S. university boasts the largest library ?|HUM|NN|dobj|NON|xxxx|library|NF
In which year was the cartoon character Chilly Willy created ?|NUM|WDT|det|NON|xxxx|which|NF
In which year was the cartoon character Chilly Willy created ?|NUM|NN|pcomp|NON|xxxx|year|NF
In which year was the cartoon character Chilly Willy created ?|NUM|VBD|auxpass|NON|xxx|was|NF
In which year was the cartoon character Chilly Willy created ?|NUM|NN|compound|NON|xxxx|cartoon|NF
In which year was the cartoon character Chilly Willy created ?|NUM|NN|nsubj|NON|xxxx|character|NF
In which year was the cartoon character Chilly Willy created ?|NUM|NNP|compound|PERSON|Xxxxx|Chilly|NF
In which year was the cartoon character Chilly Willy created ?|NUM|NNP|appos|PERSON|Xxxxx|Willy|NF
In which year was the cartoon character Chilly Willy created ?|NUM|VBD|ROOT|NON|xxxx|created|NF
What do Japanese school uniforms look like ?|DESC|WP|"pobj||prep"|NON|Xxxx|What|NF
What do Japanese school uniforms look like ?|DESC|VBP|aux|NON|xx|do|NF
What do Japanese school uniforms look like ?|DESC|JJ|amod|NORP|Xxxxx|Japanese|NF
What do Japanese school uniforms look like ?|DESC|NN|compound|NON|xxxx|school|NF
What do Japanese school uniforms look like ?|DESC|NNS|nsubj|NON|xxxx|uniforms|NF
What do Japanese school uniforms look like ?|DESC|VBP|ROOT|NON|xxxx|look|NF
Name a Salt Lake City newspaper .|ENTY|VB|ROOT|NON|Xxxx|Name|NF
Name a Salt Lake City newspaper .|ENTY|NNP|compound|NON|Xxxx|Salt|NF
Name a Salt Lake City newspaper .|ENTY|NNP|compound|NON|Xxxx|Lake|NF
Name a Salt Lake City newspaper .|ENTY|NNP|compound|NON|Xxxx|City|NF
Name a Salt Lake City newspaper .|ENTY|NN|dobj|NON|xxxx|newspaper|NF
Where can I find the history of the Taiwanese language ?|LOC|MD|aux|NON|xxx|can|NF
Where can I find the history of the Taiwanese language ?|LOC|VB|ROOT|NON|xxxx|find|NF
Where can I find the history of the Taiwanese language ?|LOC|NN|dobj|NON|xxxx|history|NF
Where can I find the history of the Taiwanese language ?|LOC|JJ|amod|NORP|Xxxxx|Taiwanese|NF
Where can I find the history of the Taiwanese language ?|LOC|NN|pobj|NON|xxxx|language|NF
What state is Mount McKinley in ?|LOC|WP|det|NON|Xxxx|What|NF
What state is Mount McKinley in ?|LOC|NN|attr|NON|xxxx|state|NF
What state is Mount McKinley in ?|LOC|VBZ|ROOT|NON|xx|is|NF
What state is Mount McKinley in ?|LOC|NNP|compound|GPE|Xxxxx|Mount|NF
What state is Mount McKinley in ?|LOC|NNP|nsubj|GPE|XxXxxxx|McKinley|NF
How did people respond to the idea of the first millenium ?|DESC|VBD|aux|NON|xxx|did|NF
How did people respond to the idea of the first millenium ?|DESC|NNS|nsubj|NON|xxxx|people|NF
How did people respond to the idea of the first millenium ?|DESC|VB|ROOT|NON|xxxx|respond|NF
How did people respond to the idea of the first millenium ?|DESC|NN|pobj|NON|xxxx|idea|NF
How did people respond to the idea of the first millenium ?|DESC|JJ|amod|NON|xxxx|first|NF
How did people respond to the idea of the first millenium ?|DESC|NN|pobj|NON|xxxx|millenium|NF
Which classical Spanish writer said '' All that glitters is not gold '' ?|HUM|WDT|det|NON|Xxxxx|Which|NF
Which classical Spanish writer said '' All that glitters is not gold '' ?|HUM|JJ|amod|NON|xxxx|classical|NF
Which classical Spanish writer said '' All that glitters is not gold '' ?|HUM|JJ|amod|NORP|Xxxxx|Spanish|NF
Which classical Spanish writer said '' All that glitters is not gold '' ?|HUM|NN|nsubj|NON|xxxx|writer|NF
Which classical Spanish writer said '' All that glitters is not gold '' ?|HUM|VBD|ROOT|NON|xxxx|said|NF
What is swap math ?|DESC|WP|nsubjpass|NON|Xxxx|What|NF
What is swap math ?|DESC|VBZ|auxpass|NON|xx|is|NF
What is swap math ?|DESC|VBN|ROOT|NON|xxxx|swap|NF
What is swap math ?|DESC|NN|oprd|NON|xxxx|math|NF
What is hypnotherapy ?|DESC|WP|attr|NON|Xxxx|What|NF
What is hypnotherapy ?|DESC|VBZ|ROOT|NON|xx|is|NF
What is hypnotherapy ?|DESC|NN|nsubj|NON|xxxx|hypnotherapy|NF
What is RCD ?|ABBR|WP|attr|NON|Xxxx|What|NF
What is RCD ?|ABBR|VBZ|ROOT|NON|xx|is|NF
What is RCD ?|ABBR|NNP|nsubj|PERSON|XXX|RCD|NF
How large is Missouri's population ?|NUM|JJ|acomp|NON|xxxx|large|NF
How large is Missouri's population ?|NUM|VBZ|ROOT|NON|xx|is|NF
How large is Missouri's population ?|NUM|NNP|poss|GPE|Xxxxx|Missouri|NF
How large is Missouri's population ?|NUM|NN|nsubj|NON|xxxx|population|NF
Which cats pursued Tweety Pie in his first cartoon appearance ?|ENTY|WDT|det|NON|Xxxxx|Which|NF
Which cats pursued Tweety Pie in his first cartoon appearance ?|ENTY|NNS|nsubj|NON|xxxx|cats|NF
Which cats pursued Tweety Pie in his first cartoon appearance ?|ENTY|VBD|ROOT|NON|xxxx|pursued|NF
Which cats pursued Tweety Pie in his first cartoon appearance ?|ENTY|NNP|compound|WORK_OF_ART|Xxxxx|Tweety|NF
Which cats pursued Tweety Pie in his first cartoon appearance ?|ENTY|NNP|dobj|WORK_OF_ART|Xxx|Pie|NF
Which cats pursued Tweety Pie in his first cartoon appearance ?|ENTY|PRP$|poss|WORK_OF_ART|xxx|his|NF
Which cats pursued Tweety Pie in his first cartoon appearance ?|ENTY|JJ|amod|NON|xxxx|first|NF
Which cats pursued Tweety Pie in his first cartoon appearance ?|ENTY|NN|compound|NON|xxxx|cartoon|NF
Which cats pursued Tweety Pie in his first cartoon appearance ?|ENTY|NN|pobj|NON|xxxx|appearance|NF
What is the biblical meaning of ' stones ' ?|DESC|WP|attr|NON|Xxxx|What|NF
What is the biblical meaning of ' stones ' ?|DESC|VBZ|ROOT|NON|xx|is|NF
What is the biblical meaning of ' stones ' ?|DESC|JJ|amod|NON|xxxx|biblical|NF
What is the biblical meaning of ' stones ' ?|DESC|NN|nsubj|NON|xxxx|meaning|NF
What is the biblical meaning of ' stones ' ?|DESC|NNS|pobj|NON|xxxx|stones|NF
Which organization is the Security Council a part of ?|HUM|WDT|det|NON|Xxxxx|Which|NF
Which organization is the Security Council a part of ?|HUM|NN|nsubj|NON|xxxx|organization|NF
Which organization is the Security Council a part of ?|HUM|VBZ|ROOT|NON|xx|is|NF
Which organization is the Security Council a part of ?|HUM|NNP|compound|ORG|Xxxxx|Security|NF
Which organization is the Security Council a part of ?|HUM|NNP|attr|ORG|Xxxxx|Council|NF
Which organization is the Security Council a part of ?|HUM|NN|appos|NON|xxxx|part|NF
When was the internal combustion engine developed ?|NUM|VBD|auxpass|NON|xxx|was|NF
When was the internal combustion engine developed ?|NUM|JJ|amod|NON|xxxx|internal|NF
When was the internal combustion engine developed ?|NUM|NN|compound|NON|xxxx|combustion|NF
When was the internal combustion engine developed ?|NUM|NN|nsubj|NON|xxxx|engine|NF
When was the internal combustion engine developed ?|NUM|VBN|ROOT|NON|xxxx|developed|NF
How can I find out my biorhythm ?|DESC|MD|aux|NON|xxx|can|NF
How can I find out my biorhythm ?|DESC|VB|ROOT|NON|xxxx|find|NF
How can I find out my biorhythm ?|DESC|PRP$|poss|NON|xx|my|NF
How can I find out my biorhythm ?|DESC|NN|dobj|NON|xxxx|biorhythm|NF
Who painted '' Soft Self-Portrait with Grilled Bacon '' ?|HUM|WP|nsubj|NON|Xxx|Who|NF
Who painted '' Soft Self-Portrait with Grilled Bacon '' ?|HUM|VBD|ROOT|NON|xxxx|painted|NF
What company markets a shampoo '' for brunettes only '' ?|HUM|WP|dobj|NON|Xxxx|What|NF
What company markets a shampoo '' for brunettes only '' ?|HUM|NN|nsubj|NON|xxxx|company|NF
What company markets a shampoo '' for brunettes only '' ?|HUM|VBZ|csubj|NON|xxxx|markets|NF
What company markets a shampoo '' for brunettes only '' ?|HUM|NN|dobj|NON|xxxx|shampoo|NF
What company markets a shampoo '' for brunettes only '' ?|HUM|VBZ|ROOT|NON|xxxx|brunettes|NF
What is a fear of touching ?|ENTY|WP|nsubj|NON|Xxxx|What|NF
What is a fear of touching ?|ENTY|VBZ|ROOT|NON|xx|is|NF
What is a fear of touching ?|ENTY|NN|attr|NON|xxxx|fear|NF
What is a fear of touching ?|ENTY|VBG|pcomp|NON|xxxx|touching|NF
What is the name of the largest water conservancy project in China ?|ENTY|WP|attr|NON|Xxxx|What|NF
What is the name of the largest water conservancy project in China ?|ENTY|VBZ|ROOT|NON|xx|is|NF
What is the name of the largest water conservancy project in China ?|ENTY|NN|nsubj|NON|xxxx|name|NF
What is the name of the largest water conservancy project in China ?|ENTY|JJS|amod|NON|xxxx|largest|NF
What is the name of the largest water conservancy project in China ?|ENTY|NN|compound|NON|xxxx|water|NF
What is the name of the largest water conservancy project in China ?|ENTY|NN|compound|NON|xxxx|conservancy|NF
What is the name of the largest water conservancy project in China ?|ENTY|NN|pobj|NON|xxxx|project|NF
What is the name of the largest water conservancy project in China ?|ENTY|NNP|pobj|GPE|Xxxxx|China|NF
Who killed Caesar ?|HUM|WP|nsubj|NON|Xxx|Who|NF
Who killed Caesar ?|HUM|VBD|ROOT|NON|xxxx|killed|NF
Who killed Caesar ?|HUM|NNP|dobj|PERSON|Xxxxx|Caesar|NF
Where is Kings Canyon ?|LOC|VBZ|ROOT|NON|xx|is|NF
Where is Kings Canyon ?|LOC|NNP|compound|GPE|Xxxxx|Kings|NF
Where is Kings Canyon ?|LOC|NNP|nsubj|GPE|Xxxxx|Canyon|NF
What are the words to the song sung by '' Banana in Pajamas '' ?|DESC|WP|attr|NON|Xxxx|What|NF
What are the words to the song sung by '' Banana in Pajamas '' ?|DESC|VBP|ROOT|NON|xxx|are|NF
What are the words to the song sung by '' Banana in Pajamas '' ?|DESC|NNS|nsubj|NON|xxxx|words|NF
What are the words to the song sung by '' Banana in Pajamas '' ?|DESC|NN|pobj|NON|xxxx|song|NF
What are the words to the song sung by '' Banana in Pajamas '' ?|DESC|VBN|acl|NON|xxxx|sung|NF
What are the words to the song sung by '' Banana in Pajamas '' ?|DESC|NNP|pobj|NORP|Xxxxx|Banana|NF
What are the words to the song sung by '' Banana in Pajamas '' ?|DESC|NNP|pobj|NON|Xxxxx|Pajamas|NF
Why are organ transplants more successful today ?|DESC|VBP|ROOT|NON|xxx|are|NF
Why are organ transplants more successful today ?|DESC|JJ|compound|NON|xxxx|organ|NF
Why are organ transplants more successful today ?|DESC|NNS|nsubj|NON|xxxx|transplants|NF
Why are organ transplants more successful today ?|DESC|JJ|acomp|NON|xxxx|successful|NF
Why are organ transplants more successful today ?|DESC|NN|npadvmod|DATE|xxxx|today|NF
Which is the most-used computer program ?|ENTY|WDT|nsubj|NON|Xxxxx|Which|NF
Which is the most-used computer program ?|ENTY|VBZ|ROOT|NON|xx|is|NF
Which is the most-used computer program ?|ENTY|VBN|amod|NON|xxxx|used|NF
Which is the most-used computer program ?|ENTY|NN|compound|NON|xxxx|computer|NF
Which is the most-used computer program ?|ENTY|NN|attr|NON|xxxx|program|NF
What is the root of all evil ?|DESC|WP|attr|NON|Xxxx|What|NF
What is the root of all evil ?|DESC|VBZ|ROOT|NON|xx|is|NF
What is the root of all evil ?|DESC|NN|nsubj|NON|xxxx|root|NF
What is the root of all evil ?|DESC|JJ|pobj|NON|xxxx|evil|NF
What animal has the best hearing ?|ENTY|WP|det|NON|Xxxx|What|NF
What animal has the best hearing ?|ENTY|NN|nsubj|NON|xxxx|animal|NF
What animal has the best hearing ?|ENTY|VBZ|ROOT|NON|xxx|has|NF
What animal has the best hearing ?|ENTY|JJS|amod|NON|xxxx|best|NF
What animal has the best hearing ?|ENTY|NN|dobj|NON|xxxx|hearing|NF
What time does Wee Willie Winkie run through the town ?|NUM|WDT|det|NON|Xxxx|What|NF
What time does Wee Willie Winkie run through the town ?|NUM|NN|npadvmod|NON|xxxx|time|NF
What time does Wee Willie Winkie run through the town ?|NUM|VBZ|aux|NON|xxxx|does|NF
What time does Wee Willie Winkie run through the town ?|NUM|NNP|compound|ORG|Xxx|Wee|NF
What time does Wee Willie Winkie run through the town ?|NUM|NNP|compound|ORG|Xxxxx|Willie|NF
What time does Wee Willie Winkie run through the town ?|NUM|NNP|nsubj|ORG|Xxxxx|Winkie|NF
What time does Wee Willie Winkie run through the town ?|NUM|VB|ROOT|NON|xxx|run|NF
What time does Wee Willie Winkie run through the town ?|NUM|NN|pobj|NON|xxxx|town|NF
What chapter of Gone with the Wind has Rhett Butler leaving Scarlett O 'Hara ?|NUM|WP|det|NON|Xxxx|What|NF
What chapter of Gone with the Wind has Rhett Butler leaving Scarlett O 'Hara ?|NUM|NN|nsubj|NON|xxxx|chapter|NF
What chapter of Gone with the Wind has Rhett Butler leaving Scarlett O 'Hara ?|NUM|VBN|pobj|NON|Xxxx|Gone|NF
What chapter of Gone with the Wind has Rhett Butler leaving Scarlett O 'Hara ?|NUM|NNP|pobj|ORG|Xxxx|Wind|NF
What chapter of Gone with the Wind has Rhett Butler leaving Scarlett O 'Hara ?|NUM|VBZ|aux|NON|xxx|has|NF
What chapter of Gone with the Wind has Rhett Butler leaving Scarlett O 'Hara ?|NUM|NNP|compound|PERSON|Xxxxx|Rhett|NF
What chapter of Gone with the Wind has Rhett Butler leaving Scarlett O 'Hara ?|NUM|NNP|nsubj|PERSON|Xxxxx|Butler|NF
What chapter of Gone with the Wind has Rhett Butler leaving Scarlett O 'Hara ?|NUM|VBG|ROOT|NON|xxxx|leaving|NF
What chapter of Gone with the Wind has Rhett Butler leaving Scarlett O 'Hara ?|NUM|NNP|compound|ORG|Xxxxx|Scarlett|NF
What chapter of Gone with the Wind has Rhett Butler leaving Scarlett O 'Hara ?|NUM|NNP|poss|ORG|X|O|NF
What chapter of Gone with the Wind has Rhett Butler leaving Scarlett O 'Hara ?|NUM|NNP|dobj|NON|Xxxx|Hara|NF
What amount of money did the Philippine ex-dictator Marcos steal from the treasury ?|NUM|WDT|det|NON|Xxxx|What|NF
What amount of money did the Philippine ex-dictator Marcos steal from the treasury ?|NUM|NN|dobj|NON|xxxx|amount|NF
What amount of money did the Philippine ex-dictator Marcos steal from the treasury ?|NUM|NN|pobj|NON|xxxx|money|NF
What amount of money did the Philippine ex-dictator Marcos steal from the treasury ?|NUM|VBD|aux|NON|xxx|did|NF
What amount of money did the Philippine ex-dictator Marcos steal from the treasury ?|NUM|JJ|amod|NORP|Xxxxx|Philippine|NF
What amount of money did the Philippine ex-dictator Marcos steal from the treasury ?|NUM|NN|compound|NON|xx|ex|NF
What amount of money did the Philippine ex-dictator Marcos steal from the treasury ?|NUM|NN|nsubj|NON|xxxx|dictator|NF
What amount of money did the Philippine ex-dictator Marcos steal from the treasury ?|NUM|NNP|nmod|PERSON|Xxxxx|Marcos|NF
What amount of money did the Philippine ex-dictator Marcos steal from the treasury ?|NUM|VBP|ROOT|NON|xxxx|steal|NF
What amount of money did the Philippine ex-dictator Marcos steal from the treasury ?|NUM|NN|pobj|NON|xxxx|treasury|NF
What film featured Shirley MacLaine as a prostitute and Jack Lemmon as a pimp ?|ENTY|WP|det|NON|Xxxx|What|NF
What film featured Shirley MacLaine as a prostitute and Jack Lemmon as a pimp ?|ENTY|NN|nsubj|NON|xxxx|film|NF
What film featured Shirley MacLaine as a prostitute and Jack Lemmon as a pimp ?|ENTY|VBN|ROOT|NON|xxxx|featured|NF
What film featured Shirley MacLaine as a prostitute and Jack Lemmon as a pimp ?|ENTY|NNP|compound|PERSON|Xxxxx|Shirley|NF
What film featured Shirley MacLaine as a prostitute and Jack Lemmon as a pimp ?|ENTY|NNP|dobj|PERSON|XxxXxxxx|MacLaine|NF
What film featured Shirley MacLaine as a prostitute and Jack Lemmon as a pimp ?|ENTY|NN|pobj|NON|xxxx|prostitute|NF
What film featured Shirley MacLaine as a prostitute and Jack Lemmon as a pimp ?|ENTY|NNP|compound|PERSON|Xxxx|Jack|NF
What film featured Shirley MacLaine as a prostitute and Jack Lemmon as a pimp ?|ENTY|NNP|conj|PERSON|Xxxxx|Lemmon|NF
What film featured Shirley MacLaine as a prostitute and Jack Lemmon as a pimp ?|ENTY|NN|pobj|NON|xxxx|pimp|NF
What is a fear of drinking ?|ENTY|WP|nsubj|NON|Xxxx|What|NF
What is a fear of drinking ?|ENTY|VBZ|ROOT|NON|xx|is|NF
What is a fear of drinking ?|ENTY|NN|attr|NON|xxxx|fear|NF
What is a fear of drinking ?|ENTY|NN|pcomp|NON|xxxx|drinking|NF
What Asian country once thrilled to the sport of cricket fighting ?|LOC|WP|det|NON|Xxxx|What|NF
What Asian country once thrilled to the sport of cricket fighting ?|LOC|JJ|amod|NORP|Xxxxx|Asian|NF
What Asian country once thrilled to the sport of cricket fighting ?|LOC|NN|nsubj|NON|xxxx|country|NF
What Asian country once thrilled to the sport of cricket fighting ?|LOC|VBD|ROOT|NON|xxxx|thrilled|NF
What Asian country once thrilled to the sport of cricket fighting ?|LOC|NN|pobj|NON|xxxx|sport|NF
What Asian country once thrilled to the sport of cricket fighting ?|LOC|NN|compound|NON|xxxx|cricket|NF
What Asian country once thrilled to the sport of cricket fighting ?|LOC|NN|pobj|NON|xxxx|fighting|NF
How many varieties of apple are there ?|NUM|JJ|amod|NON|xxxx|many|NF
How many varieties of apple are there ?|NUM|NNS|nsubj|NON|xxxx|varieties|NF
How many varieties of apple are there ?|NUM|NN|pobj|NON|xxxx|apple|NF
How many varieties of apple are there ?|NUM|VBP|ROOT|NON|xxx|are|NF
Who is Count Cinzano ?|HUM|WP|nsubj|NON|Xxx|Who|NF
Who is Count Cinzano ?|HUM|VBZ|ROOT|NON|xx|is|NF
Who is Count Cinzano ?|HUM|NNP|compound|PERSON|Xxxxx|Count|NF
Who is Count Cinzano ?|HUM|NNP|nsubj|PERSON|Xxxxx|Cinzano|NF
Who's won the most Oscars for costume design ?|HUM|WP|nsubjpass|NON|Xxx|Who|NF
Who's won the most Oscars for costume design ?|HUM|VBZ|auxpass|NON|'x|'s|NF
Who's won the most Oscars for costume design ?|HUM|VBN|ROOT|NON|xxx|won|NF
Who's won the most Oscars for costume design ?|HUM|NNS|dobj|LOC|Xxxxx|Oscars|NF
Who's won the most Oscars for costume design ?|HUM|NN|compound|NON|xxxx|costume|NF
Who's won the most Oscars for costume design ?|HUM|NN|pobj|NON|xxxx|design|NF
What Ernest Hemingway novel had the working title Fiesta ?|ENTY|WP|det|NON|Xxxx|What|NF
What Ernest Hemingway novel had the working title Fiesta ?|ENTY|NNP|compound|PERSON|Xxxxx|Ernest|NF
What Ernest Hemingway novel had the working title Fiesta ?|ENTY|NNP|compound|PERSON|Xxxxx|Hemingway|NF
What Ernest Hemingway novel had the working title Fiesta ?|ENTY|NN|nsubj|NON|xxxx|novel|NF
What Ernest Hemingway novel had the working title Fiesta ?|ENTY|VBD|ROOT|NON|xxx|had|NF
