Question|WH|WH-Bigram|WH-POS|WH-NBOR-POS|Root-POS|Class
What African capital is named for a U.S. president ?|What|What African|WDT|JJ|VBN|LOC
What is the name of a language spoken by the Sioux ?|What|What is|WP|VBZ|VBZ|ENTY
What Mediterranean island is home to the first Club Med ?|What|What Mediterranean|WP|NNP|VBZ|LOC
What does an edentulous smile lack ?|What|What does|WP|VBZ|NN|ENTY
What is a fear of jealousy ?|What|What is|WP|VBZ|VBZ|ENTY
Where can you find the Venus flytrap ?|Where|Where can|WRB|MD|VB|LOC
What is the largest sculpture in the world ?|What|What is|WP|VBZ|VBZ|ENTY
When was John D. Rockefeller born ?|When|When was|WRB|VBD|VBN|NUM
What building built in 18 contains 327 miles of book shelves ?|What|What building|WP|NN|VBZ|LOC
What is home banking ?|What|What is|WP|VBZ|VBZ|DESC
What William Makepeace Thackeray novel was made into a film by Stanley Kubrick ?|What|What William|WP|NNP|VBN|ENTY
Who was the lawyer for Randy Steven Craft ?|Who|Who was|WP|VBD|VBD|HUM
How do hermit crabs reproduce ?|How|How do|WRB|VBP|VB|DESC
Who is reputed to be the greatest maker of violins ?|Who|Who is|WP|VBZ|VBN|HUM
How do you stop junk snail mail ?|How|How do|WRB|VBP|VB|DESC
What future Soviet dictator was training to be a priest when he got turned on to Marxism ?|when|What future when he|WRB|PRP|VBG|HUM
How long does James Bond like his eggs boiled ?|How|How long|WRB|RB|VBN|NUM
What U.S. city's skyline boasts the Gateway Arch ?|What|What U.S.|WP|NNP|NNS|LOC
Where is Belize located ?|Where|Where is|WRB|VBZ|VBN|LOC
What's the common name for a Japanese dwarf tree ?|What|What 's|WP|VBZ|VBZ|ENTY
What did Thomas Paine write ?|What|What did|WP|VBD|VB|ENTY
Who sued the Dannon yougurt company for using a character named Ron Raider for promotion ?|Who|Who sued|WP|VBD|VBD|HUM
Who was the first jockey to ride two Triple Crown winners ?|Who|Who was|WP|VBD|VBD|HUM
What Lewis Carroll book introduced Humpty Dumpty to the world ?|What|What Lewis|WP|NNP|VBD|ENTY
Who wrote Brave New World ?|Who|Who wrote|WP|VBD|VBD|HUM
What state does Charles Robb represent ?|What|What state|WDT|NN|VB|LOC
What is hydroelectricity ?|What|What is|WP|VBZ|VBZ|DESC
How many people are taller than 7 feet ?|How|How many|WRB|JJ|VBP|NUM
Who wrote Unsafe at Any Speed ?|Who|Who wrote|WP|VBD|VBD|HUM
How many islands make up Antigua ?|How|How many|WRB|JJ|VBP|NUM
How does an abacus work ?|How|How does|WRB|VBZ|NN|DESC
What causes rust ?|What|What causes|WP|VBZ|VBZ|DESC
What is the fear of the computer called ?|What|What is|WP|VBZ|VBZ|ENTY
What is a technique popularly used to detect birth defects ?|What|What is|WP|VBZ|VBZ|ENTY
What U.S. state boasts Stone Mountain , the world's largest mass of exposed granite ?|What|What U.S.|WP|NNP|VBZ|LOC
What British commander surrendered to George Washington at Yorktown in 1781 ?|What|What British|WDT|JJ|VBD|HUM
What according to the Kinsey Institute , is the sexual preference of four percent of American males ?|What|What according|WP|VBG|VBZ|DESC
Who created the World Wide Web , WWW ?|Who|Who created|WP|VBD|VBD|HUM
What is the procedure called for drilling a hole in your skull to acheive a higher consciousness ?|What|What is|WP|VBZ|VBZ|ENTY
What is the name of the president of Garmat U.S.A ?|What|What is|WP|VBZ|VBZ|HUM
What was the name of the television show , starring Karl Madsen , that had San Francisco in the title ?|that|What was that had|WDT|VBD|VBD|ENTY
Who were leaders of the Byzantine empire ?|Who|Who were|WP|VBD|VBD|HUM
Who was the first President to appoint a woman to head a cabinet ?|Who|Who was|WP|VBD|VBD|HUM
What is splatterpunk ?|What|What is|WP|VBZ|VBZ|DESC
What is the orgin of xoxoxox ?|What|What is|WP|VBZ|VBZ|DESC
Who built the first pyramid ?|Who|Who built|WP|VBD|VBD|HUM
What southeast Asian country has the Wang River joining the Ping River at Tak ?|What|What southeast|WDT|JJ|VBZ|LOC
What Italian city of 155 were Leonardo da Vinci , Michaelangelo , and Machiavelli all working in ?|What|What Italian|WDT|JJ|VBD|LOC
What color tennis balls are used at Wimbledon ?|What|What color|WDT|NN|VBN|ENTY
What is a 2-sided object called ?|What|What is|WP|VBZ|VBZ|ENTY
What movie has made the most money ?|What|What movie|WP|NN|VBN|ENTY
What is time ?|What|What is|WP|VBZ|VBZ|DESC
How many states have a lottery ?|How|How many|WRB|JJ|VBP|NUM
What is the name of the largest city in Chile , South America ?|What|What is|WP|VBZ|VBZ|LOC
What are you caught in if a haboob blows up ?|What|What are|WP|VBP|VBN|ENTY
What ratio of children of ages between two and eleven watch ' The Simpsons ' ?|What|What ratio|WDT|NN|NN|NUM
How many cities are there in Utah ?|How|How many|WRB|JJ|VBP|NUM
What famous meat company went out of business because it became known that the underworld had been selling them kangaroo meat ?|What|What famous|WP|JJ|VBD|HUM
How many visitors go to the Vatican each year ?|How|How many|WRB|JJ|VBP|NUM
What is the population of Mexico ?|What|What is|WP|VBZ|VBZ|NUM
How do you get silly putty out of fabric ?|How|How do|WRB|VBP|VB|DESC
What is the best online games site ?|What|What is|WP|VBZ|VBZ|LOC
Why is the word '' abbreviation '' so long ?|Why|Why is|WRB|VBZ|VBZ|DESC
What century did art's Romantic Period begin in ?|What|What century|WDT|NN|VB|NUM
How many spaces follow a period at the end of a sentence ?|How|How many|WRB|JJ|VBP|NUM
What is a cake of soap ?|What|What is|WP|VBZ|VBZ|DESC
In what year was the Berlin Wall erected ?|what|what year|WDT|NN|VBD|NUM
What is the weight of a teaspoon of matter in a black hole ?|What|What is|WP|VBZ|VBZ|NUM
What is the approximate weight of a teaspoon of matter in a black hole ?|What|What is|WP|VBZ|VBZ|NUM
What does MSG stand for ?|What|What does|WP|VBZ|NN|ABBR
On what avenue is the original Saks department store located ?|what|what avenue|WDT|NN|VBZ|LOC
Where does the song Anything Goes take place ?|Where|Where does|WRB|VBZ|VB|LOC
Where was the first zoo in the U.S. ?|Where|Where was|WRB|VBD|VBD|LOC
How far is Yaroslavl from Moscow ?|How|How far|WRB|RB|VBZ|NUM
What is April's gemstone ?|What|What is|WP|VBZ|VBZ|ENTY
What is the present Pope named ?|What|What is|WP|VBZ|VBZ|HUM
Who is the nebbish that is Marvel's official mascot ?|that|Who is that is|WDT|VBZ|VBZ|HUM
What powdered soft drink mix went into space ?|What|What powdered|WP|VBD|VBD|ENTY
What did the Chinese emperor present to the English soldier Gordon in recognition of his services in quelling rebellions ?|What|What did|WP|VBD|NN|ENTY
What is one of the languages spoken by the Sioux called ?|What|What is|WP|VBZ|VBZ|ENTY
How many bytes are in a terabyte ?|How|How many|WRB|JJ|VBP|NUM
Who sang the song '' Hooked on a Feeling '' in the dancing baby episode of '' Ally Mcbeal '' ?|Who|Who sang|WP|VBD|VBD|HUM
In what ways did Ivan IV support Russian expansion ?|what|what ways|WDT|NNS|NN|ENTY
Approximately how much does a teaspoon of matter weigh in a black hole ?|how|how much|WRB|JJ|VB|NUM
What country's flag is field green ?|What|What country|WP|NN|VBZ|LOC
What sport is known for hooligans ?|What|What sport|WDT|NN|VBN|ENTY
Who was the Columbia Pictures head who forged actor Cliff Robertson's name on a $1 , 000 check ?|who|Who was who forged|WP|VBD|VBD|HUM
Who was Damocles ?|Who|Who was|WP|VBD|VBD|HUM
What sport was the first televised in the U.S. ?|What|What sport|WDT|NN|VBN|ENTY
When was the Congress of Vienna ?|When|When was|WRB|VBD|VBD|NUM
What are the lyrics to '' Smelly Cat '' ?|What|What are|WP|VBP|VBP|DESC
How much folic acid should a pregnant woman get each day ?|How|How much|WRB|JJ|VB|NUM
What year was the first automobile manufactured ?|What|What year|WDT|NN|VBD|NUM
How many colonies did Germany get to keep after World War I ?|How|How many|WRB|JJ|VB|NUM
How many states have a '' lemon law '' for new automobiles ?|How|How many|WRB|JJ|VBP|NUM
What concerts are held in New York this week ?|What|What concerts|WDT|NNS|VBN|ENTY
In the movie Groundshog Day what is the name of the character played by Andie MacDowell ?|what|what is|WP|VBZ|VBZ|HUM
What are the requirements for becoming a citizen of Australia ?|What|What are|WP|VBP|VBP|DESC
How old is Benny Carter ?|How|How old|WRB|JJ|VBZ|NUM
What are the top ten all-time money making NFL teams ?|What|What are|WP|VBP|VBP|HUM
What were hairy bank notes in the fur trade ?|What|What were|WP|VBD|VBD|ENTY
Where can I read about Chiang Kai-shek ?|Where|Where can|WRB|MD|VB|LOC
What is idealab ! ?|What|What is|WP|VBZ|VBZ|DESC
What country borders the most others ?|What|What country|WDT|NN|VBZ|LOC
What does the E stand for in the equation E=mc2 ?|What|What does|WP|VBZ|NN|ABBR
What river runs through Colorado , Kansas , and Oklahoma ?|What|What river|WDT|NN|VBZ|LOC
Which airplane did Fawaz Younis hijack ?|Which|Which airplane|WDT|NN|VB|ENTY
What is Win Rah ?|What|What is|WP|VBZ|VBZ|DESC
Why is the moon different sizes and colors ?|Why|Why is|WRB|VBZ|VBZ|DESC
What college enlivens Hanover , New Hampshire ?|What|What college|WDT|NN|VBZ|HUM
What does VCR stand for ?|What|What does|WP|VBZ|VB|ABBR
How close a cousin was Franklin D. to Theodore Roosevelt ?|How|How close|WRB|JJ|VBD|DESC
Who was the first American citizen awarded the Albert Medal of the Society of Arts ?|Who|Who was|WP|VBD|VBD|HUM
What doctor is synonymous with footwear and foot care ?|What|What doctor|WDT|NN|VBZ|HUM
How do boats float ?|How|How do|WRB|VBP|VB|DESC
What are the shoe sizes of O 'Neal , Jordan , and Mutombo , the NBA players ?|What|What are|WP|VBP|VBP|NUM
Who founded the Unification Church ?|Who|Who founded|WP|VBD|VBD|HUM
How many zeros are there in a trillion ?|How|How many|WRB|JJ|VBP|NUM
What was the name of the Crimean meeting of Roosevelt , Churchill , and Stalin ?|What|What was|WP|VBD|VBD|ENTY
What are the only players eligible to score points in Roller Derby called ?|What|What are|WP|VBP|VBP|HUM
What are the statistics for drunken drivers in Maryland ?|What|What are|WP|VBP|VBP|NUM
What ill-fated American general dragged a bull terrier named Willie through World War II ?|What|What ill|WP|RB|VBD|HUM
What's the score of a forfeited baseball game ?|What|What 's|WP|VBZ|VBZ|NUM
Where does tuberculosis come from ?|Where|Where does|WRB|VBZ|VB|LOC
Who invented the lawnmower ?|Who|Who invented|WP|VBD|VBD|HUM
Where can I find lyrics for R&B ?|Where|Where can|WRB|MD|VB|LOC
What is the name of David Letterman's dog ?|What|What is|WP|VBZ|VBZ|ENTY
What U.S. senator once played basketball for the New York Knicks ?|What|What U.S.|WP|NNP|VBD|HUM
What are the titles of some R-Rated Sony Playstation games ?|What|What are|WP|VBP|VBP|ENTY
What playing card symbolizes death ?|What|What playing|WDT|VBG|VBZ|ENTY
What is an urban legend ?|What|What is|WP|VBZ|VBZ|DESC
What is Li 'l Abner's last name ?|What|What is|WP|VBZ|VBZ|HUM
How many liberty bells have there been ?|How|How many|WRB|JJ|VBN|NUM
What two countries are separated by the Bering Strait ?|What|What two|WP|CD|VBN|LOC
What is Smartnet ?|What|What is|WP|VBZ|VBZ|DESC
What is a synonym for aspartame ?|What|What is|WP|VBZ|VBZ|ENTY
Jackson Pollock is of what nationality ?|what|what nationality|WDT|NN|VBZ|LOC
What are vermicilli , rigati , zitoni , and tubetti ?|What|What are|WP|VBP|VBP|DESC
Name the product that is '' at your grocer's , at your fingertips . ''|that|that is|WDT|VBZ|VB|ENTY
What architect originated the glass house designed the Chicago Federal Center had a philosophy of '' less is more , '' and produced plans that were the forerunner of the California ranch house ?|that|What architect that were|WDT|VBD|VBD|HUM
How many Russians have landed on the moon ?|How|How many|WRB|JJ|VBN|NUM
Which thrilled taste buds first - Snickers or 3 Musketeers ?|Which|Which thrilled|WDT|VBD|NN|ENTY
What animal do buffalo wings come from ?|What|What animal|WDT|NN|VBP|ENTY
What is the purpose of the SysRq key on my computer keyboard ?|What|What is|WP|VBZ|VBZ|DESC
When was Franklin D. Roosevelt stricken with polio ?|When|When was|WRB|VBD|VBD|NUM
How do you find out what is allowed to claim as a contibution for income tax purposes ?|what|How do what is|WP|VBZ|VB|DESC
How do you build a solar car for a high school experiment ?|How|How do|WRB|VBP|VB|DESC
Where on the Internet can I get chemicals importers ?|Where|Where on|WRB|IN|VB|LOC
What was the first country to put a second woman in space ?|What|What was|WP|VBD|VBD|LOC
What was the 24-disc John Gabel Entertainer the first example of , in 1960 ?|What|What was|WP|VBD|VBD|ENTY
What is the feudal system ?|What|What is|WP|VBZ|VBZ|DESC
Who shared a New York City apartment with Roger Maris the year he hit 61 home runs ?|Who|Who shared|WP|VBD|VBD|HUM
What's the geographic term for the submerged fringe of a continent ?|What|What 's|WP|VBZ|VBZ|ENTY
What prison is found in Ossining , New York ?|What|What prison|WDT|NN|VBN|LOC
What country has declared one-fifth of its territory off-limits to Russians ?|What|What country|WDT|NN|VBN|LOC
What is the main application of sodium hydrosulfite ?|What|What is|WP|VBZ|VBZ|DESC
Name the story by Chris Van Allsburg in the which a boy tries to become a great sailor ?|which|which a|WDT|DT|VBZ|ENTY
What are the components of polyester ?|What|What are|WP|VBP|VBP|ENTY
What product features a frog that says '' dig 'em '' ?|that|What product that says|WDT|VBZ|VBZ|ENTY
Who is the director of intergovernmental affairs for the San Diego county ?|Who|Who is|WP|VBZ|VBZ|HUM
What Hall of Fame pitcher started three World Series Games for the New York Yankees in 1962 ?|What|What Hall|WP|NNP|VBD|HUM
What is the longest river in the United States ?|What|What is|WP|VBZ|VBZ|LOC
What does the channel ESPN stand for ?|What|What does|WP|VBZ|NN|ABBR
What river is Windsor Castle on ?|What|What river|WDT|NN|VBZ|LOC
What is the best brand for a laptop computer ?|What|What is|WP|VBZ|VBZ|ENTY
Where is Natchitoches , Louisiana ?|Where|Where is|WRB|VBZ|VBZ|LOC
What do pointed letters mean to a handwriting analyst ?|What|What do|WP|VBP|VB|DESC
What political party is Sinn Fein a part of ?|What|What political|WDT|JJ|VBZ|HUM
What was Franklin Roosevelt's program for economic recovery called during the Great Depression ?|What|What was|WP|VBD|VBD|ENTY
What is the name of a Greek god ?|What|What is|WP|VBZ|VBZ|HUM
What's the capital of Taiwan ?|What|What 's|WP|VBZ|VBZ|LOC
What did Englishman John Hawkins begin selling to New World colonists in 1562 ?|What|What did|WP|VBD|VBP|ENTY
What is the starting salary for beginning lawyers ?|What|What is|WP|VBZ|VBZ|NUM
What was the man's name who was killed in a duel with Aaron Burr ?|who|What was who was|WP|VBD|VBD|HUM
What did Louis Cartier invent for aviator Santos Dumont in 1940 ?|What|What did|WP|VBD|VB|ENTY
What will the California gas tax be in the year 2000 ?|What|What will|WP|MD|VBP|NUM
What city is served by Tempelhol Airport ?|What|What city|WDT|NN|VBN|LOC
Who directed the first Woody Woodpecker cartoon ?|Who|Who directed|WP|VBD|VBD|HUM
CNN is an acronym for what ?|what|what ?|WP|.|VBZ|ABBR
What is the origin of the name Igor ?|What|What is|WP|VBZ|VBZ|DESC
What was the first Gilbert and Sullivan opera ?|What|What was|WP|VBD|VBD|ENTY
What two historical figures , who fought each other in a famous battle , each have a food named after them ?|who|What two who fought|WP|VBD|VBP|HUM
Where in the United States do people live the longest ?|Where|Where in|WRB|IN|VB|LOC
What country in 1998 had the most suicides regardless of population size ?|What|What country|WDT|NN|VBD|LOC
What is the price for tuberculosis drugs ?|What|What is|WP|VBZ|VBZ|NUM
What was the first minimum wage ?|What|What was|WP|VBD|VBD|NUM
What is the difference between a college and a university ?|What|What is|WP|VBZ|VBZ|DESC
What substance did Joseph Priestley name for its ability to erase pencil marks ?|What|What substance|WDT|NN|VBD|ENTY
What are the limits to '' cls-defense ? ''|What|What are|WP|VBP|VBP|DESC
How can I get my product licensed by the NBA ?|How|How can|WRB|MD|VB|DESC
What fast food is prepared with a '' secret blend of 11 herbs and spices ? ''|What|What fast|WDT|JJ|VBN|ENTY
What effect does a prism have on light ?|What|What effect|WDT|NN|VB|DESC
How many people lived in Nebraska in the mid 1900s ?|How|How many|WRB|JJ|VBD|NUM
What is software piracy ?|What|What is|WP|VBZ|VBZ|DESC
What year was Janet Jackson's first album released ?|What|What year|WDT|NN|VBD|NUM
How do you calculate the change in enthalpy of a chemical reaction ?|How|How do|WRB|VBP|VB|DESC
How many movies has Drew Barrymore been in ?|How|How many|WRB|JJ|VBN|NUM
What TV character sired a horse named Thunder ?|What|What TV|WP|NN|VBD|HUM
What are some children's rights ?|What|What are|WP|VBP|VBP|DESC
What is the name of the planet that the Ewoks live on ?|that|What is that the|WDT|DT|VBZ|LOC
What baseball player was known as Charley Hustle ?|What|What baseball|WDT|NN|VBN|HUM
Who killed Lee Harvey Oswald ?|Who|Who killed|WP|VBD|VBD|HUM
What's the symbol for the zodiacal sign Gemini ?|What|What 's|WP|VBZ|VBZ|ENTY
Who was Red Grange ?|Who|Who was|WP|VBD|VBD|HUM
What hockey team did Wayne Gretzky play for ?|What|What hockey|WDT|NN|VB|HUM
What series of trials followed World War II ?|What|What series|WDT|NN|VBD|ENTY
